|2901050|10|153|00|MSDU884708/0|4400|37|
|2901050|10|161|00|MSDU288692/1|2200|780|
|2901050|10|161|00|CRXU323214/2|2200|780|
|2901050|10|211|00|MEDU741577/9|4400|1|
|2901050|10|211|00|TIIU427241/8|4400|1|
|2901050|10|211|00|MSDU775543/6|4400|1|
|2901050|10|211|00|MSDU535195/0|4400|1|
|2901050|10|211|00|MSMU747974/0|4400|1|
|2901050|10|211|00|MSDU890054/4|4400|1|
|2901050|10|211|00|MSMU847983/2|4400|1|
|2901050|10|211|00|MSDU881453/3|4400|1|
|2901050|10|211|00|BMOU697061/0|4400|1|
|2901050|10|211|00|MSMU635651/0|4400|1|
|2901050|10|211|00|MSDU866774/6|4400|1|
|2901050|10|211|00|TGHU609159/8|4400|1|
|2901050|10|211|00|MSMU678496/6|4400|1|
|2901050|10|211|00|MSDU883094/0|4400|1|
|2901050|10|211|00|MSNU719985/1|4400|1|
|2901050|10|216|00|TGBU785896/0|4400|1|
|2901050|10|216|00|TXGU532263/0|4400|1|
|2901050|10|216|00|UETU628255/7|4400|1|
|2901050|10|216|00|TEMU757943/5|4400|1|
|2901050|10|004|00|MSMU841915/5|4400|6|
|2901050|10|093|00|CAIU281505/1|2200|10|
