|2901107|10|100|00|BMOU669216/6|4400|44|
|2901107|10|102|00|MSMU183427/8|2200|18|
|2901107|10|102|00|MSDU214610/2|2200|18|
|2901107|10|103|00|MSNU155593/4|2200|18|
|2901107|10|103|00|MSMU172187/8|2200|18|
|2901107|10|124|00|TCLU265608/5|2200|17|
|2901107|10|146|00|MSNU240044/9|2200|18|
|2901107|10|031|00|CAXU697035/6|2200|80|
|2901107|10|031|00|GLDU392577/2|2200|80|
|2901107|10|079|00|MSMU850185/4|4400|4|
|2901107|10|079|00|MSMU893218/9|4400|4|
|2901107|10|079|00|MEDU887878/3|4400|4|
|2901107|10|079|00|TLLU754450/6|4400|4|
|2901107|10|079|00|FCIU738438/2|4400|13|
|2901107|10|079|00|CAAU552342/5|4400|13|
|2901107|10|079|00|TRHU797116/2|4400|4|
|2901107|10|079|00|CAIU462199/1|4400|4|
|2901107|10|079|00|MSDU727475/0|4400|4|
|2901107|10|079|00|MSMU644772/8|4400|13|
|2901107|10|079|00|MSDU815715/1|4400|4|
|2901107|10|079|00|CAIU725172/0|4400|4|
|2901107|10|079|00|MSDU775078/0|4400|13|
|2901107|10|079|00|FFAU156361/3|4400|4|
|2901107|10|079|00|MSMU742370/0|4400|4|
|2901107|10|079|00|MSMU695721/2|4400|4|
|2901107|10|079|00|MSMU562534/2|4400|13|
|2901107|10|079|00|BMOU677938/0|4400|13|
|2901107|10|079|00|TRHU820944/4|4400|4|
|2901107|10|079|00|CARU518518/4|4400|13|
|2901107|10|079|00|MEDU437103/9|4400|4|
|2901107|10|079|00|MSDU781138/1|4400|16|
|2901107|10|079|00|FSCU833639/3|4400|16|
|2901107|10|079|00|FFAU120872/7|4400|16|
|2901107|10|079|00|MSMU625032/2|4400|16|
|2901107|10|079|00|FFAU298477/2|4400|16|
|2901107|10|079|00|TCNU724998/4|4400|16|
|2901107|10|079|00|MSDU594081/5|4400|16|
|2901107|10|081|00|TGBU932912/1|4400|46|
|2901107|10|082|00|MSMU690281/6|4400|4|
|2901107|10|082|00|MSDU838572/1|4400|4|
|2901107|10|082|00|TGBU425478/1|4400|4|
|2901107|10|082|00|MSMU828048/1|4400|13|
|2901107|10|082|00|CAIU719017/8|4400|4|
|2901107|10|082|00|MSDU708456/0|4400|4|
|2901107|10|082|00|MEDU492339/6|4400|13|
|2901107|10|082|00|MSMU502109/1|4400|13|
|2901107|10|082|00|MEDU478256/0|4400|4|
|2901107|10|082|00|FFAU291880/5|4400|13|
|2901107|10|082|00|TGBU561121/9|4400|4|
|2901107|10|082|00|FFAU297469/2|4400|4|
|2901107|10|082|00|MSDU630719/1|4400|4|
|2901107|10|082|00|MSDU809033/5|4400|13|
|2901107|10|082|00|CAIU780423/4|4400|4|
|2901107|10|082|00|MSMU445570/3|4400|7|
|2901107|10|082|00|MSDU505612/6|4400|9|
|2901107|10|082|00|MSDU505407/8|4400|7|
|2901107|10|082|00|CAIU497464/3|4400|13|
|2901107|10|082|00|TCNU462247/7|4400|9|
|2901107|10|082|00|MSMU718945/9|4400|16|
|2901107|10|082|00|TGBU571017/1|4400|16|
|2901107|10|082|00|TCNU154349/8|4400|16|
|2901107|10|082|00|TEMU831922/1|4400|16|
|2901107|10|082|00|FCIU738042/7|4400|9|
|2901107|10|082|00|TCNU576480/9|4400|9|
|2901107|10|092|00|MEDU518557/4|2200|188|
|2901107|10|094|00|MSMU578774/4|4400|4|
|2901107|10|094|00|TCNU576923/0|4400|9|
|2901107|10|094|00|MSMU506819/1|4400|7|
|2901107|10|094|00|MSMU432107/3|4400|4|
|2901107|10|094|00|MSCU512175/8|4400|4|
|2901107|10|094|00|MSDU775037/3|4400|4|
|2901107|10|094|00|TEMU830078/2|4400|7|
|2901107|10|094|00|MSMU811989/9|4400|7|
|2901107|10|094|00|MSMU425174/1|4400|4|
|2901107|10|094|00|GLDU753316/8|4400|9|
|2901107|10|094|00|MSMU843986/6|4400|9|
|2901107|10|094|00|TXGU698798/6|4400|13|
|2901107|10|094|00|MSDU654314/0|4400|4|
|2901107|10|094|00|MSDU615949/5|4400|7|
|2901107|10|094|00|MSMU868173/5|4400|13|
|2901107|10|094|00|FFAU251675/0|4400|13|
|2901107|10|094|00|FFAU412912/8|4400|13|
|2901107|10|094|00|MSMU481191/2|4400|7|
|2901107|10|094|00|MSDU647319/2|4400|9|
|2901107|10|094|00|TCNU795258/0|4400|9|
|2901107|10|094|00|TCLU986434/7|4400|13|
|2901107|10|094|00|CAAU576664/1|4400|13|
|2901107|10|094|00|MSMU544011/7|4400|9|
|2901107|10|094|00|MSDU588696/7|4400|7|
|2901107|10|094|00|MSMU668043/1|4400|9|
|2901107|10|094|00|MEDU775038/1|4400|9|
|2901107|10|094|00|MSMU880276/0|4400|9|
|2901107|10|094|00|FDCU020730/1|4400|9|
|2901107|10|094|00|MSMU541532/5|4400|9|
|2901107|10|094|00|MSMU793245/6|4400|9|
|2901107|10|095|00|TCNU716565/1|4400|35|
