|2901042|10|137|00|MEDU714450/6|4400|34|
|2901042|10|137|00|FCGU167274/3|4400|34|
|2901042|10|137|00|CAXU910854/0|4400|34|
|2901042|10|137|00|CAIU933804/8|4400|34|
|2901042|10|137|00|MSMU486119/5|4400|34|
|2901042|10|158|00|TXGU694126/5|4400|1640|
|2901042|10|042|00|MSBU509383/7|4400|74|
|2901042|10|064|00|MSDU725181/5|4400|23|
|2901042|10|064|00|MSDU609418/3|4400|24|
|2901042|10|064|00|MSMU572337/5|4400|24|
|2901042|10|068|00|MSMU296016/2|2200|640|
|2901042|10|068|00|MSDU131440/7|2200|640|
|2901042|10|068|00|MSMU130861/1|2200|640|
