|500031|10|014|00|NTCU2239837|3720|17|
|500031|10|014|00|TCLU7702835|2300|2|
|500031|10|025|00|MFTU7221479|4150|14|
|500031|10|025|00|MFTU7228344|4150|14|
|500031|10|025|00|SEGU7905026|3900|14|
|500031|10|035|00|MFTU2119335|2130|10|
|500031|10|039|00|MFTU2229965|2100|10|
|500031|10|044|00|MFTU2123459|2130|10|
|500031|10|050|00|MFTU2136245|2130|13|
|500031|10|091|00|MFTU9113200|3810|13|
|500031|10|091|00|MFTU9229777|3700|11|
|500031|10|091|00|SGRU5032270|3570|9|
|500031|10|091|00|TRLU7565578|3880|13|
|500031|10|091|00|TRLU9402604|2750|1|
|500031|10|097|00|LYGU0035695|3700|19|
|500031|10|105|00|MFTU2120151|2130|15|
|500031|10|114|00|SEGU1176035|2180|20|
|500031|10|119|00|MFTU9132107|3810|17|
|500031|10|119|00|TCLU7702861|2300|2|
|500031|10|120|00|MFTU2132743|2130|18|
|500031|10|120|00|MFTU2244825|2100|37|
|500031|10|120|00|MFTU2244960|2100|18|
|500031|10|121|00|TCLU3817517|2250|241|
